game_id,season,week,team,opponent,points,home_flag,posteam,drives
2020_11_MIA_DEN,2020,11,DEN,MIA,20.0,1,DEN,11
2020_11_MIA_DEN,2020,11,MIA,DEN,13.0,0,MIA,10
2020_11_NE_HOU,2020,11,HOU,NE,27.0,1,HOU,9
2020_11_NE_HOU,2020,11,NE,HOU,20.0,0,NE,10
2020_11_NYJ_LAC,2020,11,LAC,NYJ,34.0,1,LAC,10
2020_11_NYJ_LAC,2020,11,NYJ,LAC,28.0,0,NYJ,11
2020_11_PHI_CLE,2020,11,CLE,PHI,22.0,1,CLE,13
2020_11_PHI_CLE,2020,11,PHI,CLE,17.0,0,PHI,13
2020_11_PIT_JAX,2020,11,JAX,PIT,3.0,1,JAX,12
2020_11_PIT_JAX,2020,11,PIT,JAX,27.0,0,PIT,13
2020_11_TEN_BAL,2020,11,BAL,TEN,24.0,1,BAL,10
2020_11_TEN_BAL,2020,11,TEN,BAL,30.0,0,TEN,10
2020_12_ARI_NE,2020,12,NE,ARI,20.0,1,NE,9
2020_12_ARI_NE,2020,12,ARI,NE,17.0,0,ARI,9
2020_12_BAL_PIT,2020,12,PIT,BAL,19.0,1,PIT,11
2020_12_BAL_PIT,2020,12,BAL,PIT,14.0,0,BAL,13
2020_12_CAR_MIN,2020,12,MIN,CAR,28.0,1,MIN,11
2020_12_CAR_MIN,2020,12,CAR,MIN,27.0,0,CAR,9
2020_12_CHI_GB,2020,12,GB,CHI,41.0,1,GB,9
2020_12_CHI_GB,2020,12,CHI,GB,25.0,0,CHI,9
2020_12_CLE_JAX,2020,12,JAX,CLE,25.0,1,JAX,9
2020_12_CLE_JAX,2020,12,CLE,JAX,27.0,0,CLE,9
2020_12_HOU_DET,2020,12,DET,HOU,25.0,1,DET,12
2020_12_HOU_DET,2020,12,HOU,DET,41.0,0,HOU,12
2020_12_KC_TB,2020,12,TB,KC,24.0,1,TB,11
2020_12_KC_TB,2020,12,KC,TB,27.0,0,KC,11
2020_12_LAC_BUF,2020,12,BUF,LAC,27.0,1,BUF,12
2020_12_LAC_BUF,2020,12,LAC,BUF,17.0,0,LAC,12
2020_12_LV_ATL,2020,12,ATL,LV,43.0,1,ATL,13
2020_12_LV_ATL,2020,12,LV,ATL,6.0,0,LV,14
2020_12_MIA_NYJ,2020,12,NYJ,MIA,3.0,1,NYJ,11
2020_12_MIA_NYJ,2020,12,MIA,NYJ,20.0,0,MIA,11
2020_12_NO_DEN,2020,12,DEN,NO,3.0,1,DEN,12
2020_12_NO_DEN,2020,12,NO,DEN,31.0,0,NO,12
2020_12_NYG_CIN,2020,12,CIN,NYG,17.0,1,CIN,12
2020_12_NYG_CIN,2020,12,NYG,CIN,19.0,0,NYG,12
2020_12_SEA_PHI,2020,12,PHI,SEA,17.0,1,PHI,11
2020_12_SEA_PHI,2020,12,SEA,PHI,23.0,0,SEA,12
2020_12_SF_LA,2020,12,LA,SF,20.0,1,LA,15
2020_12_SF_LA,2020,12,SF,LA,23.0,0,SF,15
2020_12_TEN_IND,2020,12,IND,TEN,26.0,1,IND,12
2020_12_TEN_IND,2020,12,TEN,IND,45.0,0,TEN,12
2020_12_WAS_DAL,2020,12,DAL,WAS,16.0,1,DAL,11
2020_12_WAS_DAL,2020,12,WAS,DAL,41.0,0,WAS,11
2020_13_BUF_SF,2020,13,SF,BUF,24.0,1,SF,9
2020_13_BUF_SF,2020,13,BUF,SF,34.0,0,BUF,10
2020_13_CIN_MIA,2020,13,MIA,CIN,19.0,1,MIA,11
2020_13_CIN_MIA,2020,13,CIN,MIA,7.0,0,CIN,10
2020_13_CLE_TEN,2020,13,TEN,CLE,35.0,1,TEN,12
2020_13_CLE_TEN,2020,13,CLE,TEN,41.0,0,CLE,12
2020_13_DAL_BAL,2020,13,BAL,DAL,34.0,1,BAL,9
2020_13_DAL_BAL,2020,13,DAL,BAL,17.0,0,DAL,10
2020_13_DEN_KC,2020,13,KC,DEN,22.0,1,KC,10
2020_13_DEN_KC,2020,13,DEN,KC,16.0,0,DEN,9
2020_13_DET_CHI,2020,13,CHI,DET,30.0,1,CHI,11
2020_13_DET_CHI,2020,13,DET,CHI,34.0,0,DET,12
2020_13_IND_HOU,2020,13,HOU,IND,20.0,1,HOU,11
2020_13_IND_HOU,2020,13,IND,HOU,26.0,0,IND,12
2020_13_JAX_MIN,2020,13,MIN,JAX,27.0,1,MIN,16
2020_13_JAX_MIN,2020,13,JAX,MIN,24.0,0,JAX,14
2020_13_LA_ARI,2020,13,ARI,LA,28.0,1,ARI,12
2020_13_LA_ARI,2020,13,LA,ARI,38.0,0,LA,11
2020_13_LV_NYJ,2020,13,NYJ,LV,28.0,1,NYJ,12
2020_13_LV_NYJ,2020,13,LV,NYJ,31.0,0,LV,12
2020_13_NE_LAC,2020,13,LAC,NE,0.0,1,LAC,11
2020_13_NE_LAC,2020,13,NE,LAC,45.0,0,NE,10
2020_13_NO_ATL,2020,13,ATL,NO,16.0,1,ATL,12
2020_13_NO_ATL,2020,13,NO,ATL,21.0,0,NO,11
